Title,Content,Label,Class
"Ato Declaratório nº 03, de 1998",ato declaratório publicado doe secretário fazenda uso atribuições legais considerando autorização prolatada parecer março referente processo interesse firma brasileirão confecções ltda cgf proceder aproveitamento crédito importância r novecentos onze reais cinquenta seis centavos considerando importância acima referida recolhida cofres estado novembro título quitação lápso décima quarta prestação parcelamento débito quinze prestações sendo realidade citada décima quarta prestação havia sido quitada data novembro configurando-se portanto pagamento duplicidade considerando registros núcleo execução dívida ativa sefaz nedat consta respeito situação parcelamento firma epígrafe indicação parcelamento liquidado dívida ativa configura haver ocorrido compensação décima quinta última prestação importância igual valor paga lápso novembro título repetido décima quarta prestação considerando fim procedimentos adotados nedat implicando liquidação total débito parcelado resolve declarar nulo nenhum efeito partir data publicação deste ato parecer março referente processo publique-se cumpra-se cientifique-se parte interessada gabinete secretário fazenda março ednilton gomes soárez secretário fazenda,atos declaratorios,0
"Ato Declaratório nº 03, de 1999",ato declaratório publicado doe secretário fazenda estado ceará uso atribuições legais considerando extrai peças processo interesse firma sei suprimentos equipamentos informática ltda cgf cgc tendo vista extravio notas fiscais série d d utilizadas resolve declarar inidôneas notas fiscais nf numeração utilizadas originadas aidf paidf sob esclarecer sendo inidôneas notas fiscais válidas acobertar trânsito mercadorias conferem destinatário direito aproveitamento crédito icms nelas destacado determinar sob pena incorrer infração contribuinte faça anotar livro registro utilização documentos fiscais termos ocorrências rudfto número data publicação deste ato diário oficial estado publique-se cumpra-se dê ciência interessada gabinete secretário fazenda janeiro ednilton gomes soárez secretário fazenda,atos declaratorios,0
"Ato Declaratório nº 03, de 2000",ato declaratório secretário fazenda estado ceará uso atribuições legais considerando necessidade desburocratizar processos inscrição cadastral contribuintes cadastro geral fazenda cgf considerando ainda necessidade padronizar todo estado ceará processo cadastramento resolve tornar efeito convênio celebrado secretaria fazenda município caucaia março sessenta dias após publicação presente ato termos cláusula sexta mencionado convênio publique-se cumpra-se secretaria fazenda estado ceará abril ednilton gomes soárez secretário fazenda,atos declaratorios,0
"Ato Declaratório nº 03, de 2001",ato declaratório secretário fazenda estado ceará uso atribuições legais considerando disposto art decreto julho ricms considerando ainda resolução providências motivadoras atos suspensão emitidos contra contribuintes abaixo mencionados r s l v expedir presente ato declaratório cassação inscrição cadastro geral fazenda cgf empresas seguir especificadas incorreram irregularidade prevista art decreto ricms razão social estelito luiz oliveira cgf razão social usina manoel costa filho s cgf secretaria fazenda estado ceará março ednilton gomes soárez secretário fazenda,atos declaratorios,0
"Ato Declaratório nº 03, de 2002",ato declaratório publicado doe coordenador administração fazendária superintendência administração tributária satri uso atribuições legais tendo vista informações constantes guia estorno emitida núcleo execução passaré peça integrante processo resolve declarar inidôneo quaisquer efeito documento arrecadação estadual dae identificador único contribuinte mana auto peças comércio serviços ltda epp cgf referente icms diferencial alíquota código receita emitido recolhido banco estado ceará valor r setenta cinco reais sessenta dois centavos relativo cheque unibanco datado honrado contribuinte responsável dae referido item anterior validade comprovar quitação recolhimento receitas penalidade pecuniária acobertar mercadoria circulação porventura estocada ser utilizado efeito crédito fiscal publique-se cumpra-se superintendência administração tributária satri fortaleza fevereiro coordenação administração fazendária,atos declaratorios,0
"Ato Declaratório nº 03, de 2003",ato declaratório publicado doe coordenador administração fazendária superintendência administração tributária satri uso atribuições legais tendo vista informações constantes guia estorno emitida núcleo execução administração tributária psaaré peça integrante processo resolve declarar inidôneo quaisquer efeito documento arrecadação estadual dae identificador único contribuinte f uchoa comércio representações ltda cgf referente icms antecipado código receita emitido recolhido banco estado ceará bec valor r mil quatrocentos noventa oito reais oitenta centavos relativo cheque banco brasil s datado honrado contribuinte responsável daes referidos item anterior validade comprovar quitação recolhimento receitas penalidade pecuniária acobertar mercadoria circulação porventura estocada ser utilizado efeito crédito fiscal publique-se cumpra-se tramite-se cepag sucon conforme dispõe art incisos ii alínea d instrução normativa superintendência administração tributária satri fortaleza fevereiro coordenação administração fazendária,atos declaratorios,0
"Ato Declaratório nº 03, de 2004",ato declaratório publicado doe coordenador administração tributária catri uso atribuições legais tendo vista informações constantes guia estorno emitida célula execução passaré peça integrante processo resolve declarar inidôneo quaisquer efeito documento arrecadação estadual dae identificador único contribuinte comércio açõs metais ltda cgf referente icms substituição saída código receita emitido recolhido banco estado ceará valor r dois mil setenta seis reais relativo cheque banespa datado honrado contribuinte responsável dae referido item anterior validade comprovar quitação recolhimento receitas penalidade pecuniária acobertar mercadoria circulação porventura estocada ser utilizado efeito crédito fiscal publique-se cumpra-se tramite-se cepag-cotes conforme dispõe art incisos ii alínea d instrução normativa coordenadoria administração tributária catri fortaleza janeiro coordenadoria administração tributária,atos declaratorios,0
"Ato Declaratório nº 03, de 2005",ato declaratório publicado doe secretário fazenda estado ceará uso atribuições legais considerando teor cis s cexat-acaraú coref asseveram contribuintes constantes termos acordo abaixo relacionados adquiriram equipamento emissor cupom fiscal ecf razão fere art decreto abril resolve tornar efeito termos acordo s publique-se cumpra-se dê ciência interessados bem cexat-acaraú coref secretaria fazenda estado ceará janeiro josé maria martins mendes secretário fazenda,atos declaratorios,0
"Ato Declaratório nº 03, de 2006",ato declaratório publicado doe coordenador coordenadoria administração tributária catri uso atribuições legais resolve declarar inidôneos quaisquer efeito documentos arrecadação estadual dae's cancelados conforme numeração abaixo dae's referidos item anterior validade comprovar quitação recolhimento receitas penalidade pecuniária acobertar mercadoria circulação porventura estocada ser utilizado efeito crédito fiscal publique-se cumpra-se coordenadoria administração tributária catri fortaleza março pedro júnior nunes silva coord administração tributária,atos declaratorios,0
"Ato Declaratório nº 03, de 2007",ato declaratório publicado doe coordenador coordenadoria administração tributária catri uso atribuições legais considerando solicitação contida processo enviada comissão dae's pendentes resolve declarar inidôneo quaisquer efeito documento arrecadação estadual dae cancelado conforme numeração dae referido item anterior validade comprovar quitação recolhimento receitas penalidade pecuniária acobertar mercadoria circulação porventura estocada ser utilizado efeito crédito fiscal publique-se cumpra-se coordenadoria administração tributária catri janeiro josé carlos cavalcante coordenador catri,atos declaratorios,0
"Ato Declaratório nº 03, de 2008",ato declaratório publicado doe secretário fazenda estado ceará uso atribuições legais considerando conclusão trabalhos realizados comissão suspensão cassação conforme relatórios apensos processo considerando disposto art decreto julho ricms considerando ainda motivo justificado suficiente conforme informações contidas autos processo acima referido levasse outro procedimento resolve expedir presente ato declaratório cassação inscrição cadastro geral fazenda cgf empresa seguir especificada incorreu irregularidade prevista art decreto ricms razão social restauração distribuidora alimentos transportes logística cgf ato declaratório entra vigor data publicação publique-se cumpra-se dê ciência interessada secretaria fazenda estado ceará fevereiro carlos mauro benevides filho secretário fazenda,atos declaratorios,0
"Ato Declaratório nº 03, de 2009",ato declaratório publicado doe secretário fazenda estado ceará uso atribuições legais considerando disposto art lei combinado art decreto considerando disposto autos processo administrativo apuradas irregularidades fiscais praticadas empresa alysson fábio vieira sobreira resolve expedir presente ato declaratório suspensão inscrição cgf empresa seguir especificada incorreu irregularidade prevista inciso i parágrafo único art lei dezembro razão social alysson fábio vieira sobreira cgf cgf ato declaratório entra vigor data publicação publique-se cumpra-se dê-se ciência interessada secretaria fazenda estado ceará fevereiro joão marcos maia secretário adjunto fazenda,atos declaratorios,0
"Ato Declaratório nº 03, de 2010",ato declaratório publicado doe coordenador administração tributária catri uso atribuições legais tendo vista informações constantes guia estorno emitida coordenadoria execução tributária corex peça integrante processo resolve d eclarar inidôneo quaisquer efeitos documento arrecadação estadual dae identificador único contribuinte liderança distribuidora material construção ltda cgf referente icms substituição código receita emitido recolhido caixa econômica federal s valor r hum mil cento quarenta dois reais sessenta dois centavos relativo cheque aa banco itaú datado honrado contribuinte responsável dae referido item anterior validade c omprovar quitação recolhimento receitas penalidade pecuniária cobertar mercadoria circulação porventura estocada s er utilizado efeito crédito fiscal p ublique-se cumpra-se t ramite-se cepag-cotes conforme dispõe art incisos ii alínea d instrução normativa coordenadoria administração tributária catri fortaleza janeiro josé carlos cavalcante coordenador administração fazendária,atos declaratorios,0
"Ato Declaratório nº 03, de 2011",ato declaratório publicado doe secretário fazenda estado ceará uso atribuições legais considerando cláusula décima quarta termo acordo prevê possibilidade revogação qualquer momento caso constate descumprimento obrigações tributárias principal acessórias impostas acordante critério sefaz julgar conveniente resolve tornar efeitos legais termo acordo outubro aditivos celebrado empresa natal distribuidora alimentos inscrita cgf sob ato declaratório entra vigor data publicação publique-se cumpra-se dê-se ciência interessada secretaria fazenda estado ceará fortaleza fevereiro carlos mauro benevides filho secretário fazenda,atos declaratorios,0
